ts_code,symbol,name,list_date,delist_date
FB2003.DCE,FB2003,ÏËÎ¬°å2003,20190315,20200313
I2003.DCE,I2003,Ìú¿óÊ¯2003,20190315,20200313
J2003.DCE,J2003,½¹Ì¿2003,20190315,20200313
JM2003.DCE,JM2003,½¹Ãº2003,20190315,20200313
L2003.DCE,L2003,ËÜÁÏ2003,20190315,20200313
M2003.DCE,M2003,¶¹ÆÉ2003,20190315,20200313
P2003.DCE,P2003,×ØéµÓÍ2003,20190315,20200313
PP2003.DCE,PP2003,¾Û±ûÏ©2003,20190315,20200313
V2003.DCE,V2003,PVC2003,20190315,20200313
Y2003.DCE,Y2003,¶¹ÓÍ2003,20190315,20200313
V1104.DCE,V1104,PVC1104,20100416,20110418
B2004.DCE,B2004,¶¹¶þ2004,20190416,20200415
BB2004.DCE,BB2004,½ººÏ°å2004,20190416,20200415
FB2004.DCE,FB2004,ÏËÎ¬°å2004,20190416,20200415
I2004.DCE,I2004,Ìú¿óÊ¯2004,20190416,20200415
J2004.DCE,J2004,½¹Ì¿2004,20190416,20200415
JM2004.DCE,JM2004,½¹Ãº2004,20190416,20200415
L2004.DCE,L2004,ËÜÁÏ2004,20190416,20200415
P2004.DCE,P2004,×ØéµÓÍ2004,20190416,20200415
PP2004.DCE,PP2004,¾Û±ûÏ©2004,20190416,20200415
L1105.DCE,L1105,ËÜÁÏ1105,20100518,20110516
B1105.DCE,B1105,¶¹¶þ1105,20100518,20110516
Y1105.DCE,Y1105,¶¹ÓÍ1105,20100518,20110516
B0601.DCE,B0601,¶¹¶þ0601,20041222,20060117
P1106.DCE,P1106,×ØéµÓÍ1106,20100618,20110615
P0810.DCE,P0810,×ØéµÓÍ0810,20071029,20081017
B0509.DCE,B0509,¶¹¶þ0509,20041222,20050914
C1107.DCE,C1107,ÓñÃ×1107,20100715,20110714
P1107.DCE,P1107,×ØéµÓÍ1107,20100715,20110714
V1107.DCE,V1107,PVC1107,20100715,20110714
P1108.DCE,P1108,×ØéµÓÍ1108,20100816,20110812
Y1108.DCE,Y1108,¶¹ÓÍ1108,20100816,20110812
L1108.DCE,L1108,ËÜÁÏ1108,20100816,20110812
L1109.DCE,L1109,ËÜÁÏ1109,20100915,20110915
V1109.DCE,V1109,PVC1109,20100915,20110915
A1203.DCE,A1203,¶¹Ò»1203,20100915,20120314
RR2009.DCE,RR2009,¾¬Ã×2009,20190917,20200914
P2009.DCE,P2009,×ØéµÓÍ2009,20190917,20200914
A2009.DCE,A2009,¶¹Ò»2009,20190917,20200914
Y2009.DCE,Y2009,¶¹ÓÍ2009,20190917,20200914
V2009.DCE,V2009,PVC2009,20190917,20200914
PP2009.DCE,PP2009,¾Û±ûÏ©2009,20190917,20200914
M2009.DCE,M2009,¶¹ÆÉ2009,20190917,20200914
L2009.DCE,L2009,ËÜÁÏ2009,20190917,20200914
JM2009.DCE,JM2009,½¹Ãº2009,20190917,20200914
J2009.DCE,J2009,½¹Ì¿2009,20190917,20200914
I2009.DCE,I2009,Ìú¿óÊ¯2009,20190917,20200914
FB2009.DCE,FB2009,ÏËÎ¬°å2009,20190917,20200914
CS2009.DCE,CS2009,ÓñÃ×µí·Û2009,20190917,20200914
C2009.DCE,C2009,ÓñÃ×2009,20190917,20200914
BB2009.DCE,BB2009,½ººÏ°å2009,20190917,20200914
B2009.DCE,B2009,¶¹¶þ2009,20190917,20200914
L1110.DCE,L1110,ËÜÁÏ1110,20101022,20111021
P1110.DCE,P1110,×ØéµÓÍ1110,20101022,20111021
V1110.DCE,V1110,PVC1110,20101022,20111021
M1111.DCE,M1111,¶¹ÆÉ1111,20101115,20111114
P1111.DCE,P1111,×ØéµÓÍ1111,20101115,20111114
RR2010.DCE,RR2010,¾¬Ã×2010,20191022,20201022
Y0711.DCE,Y0711,¶¹ÓÍ0711,20061115,20071114
Y1112.DCE,Y1112,¶¹ÓÍ1112,20101215,20111214
M1112.DCE,M1112,¶¹ÆÉ1112,20101215,20111214
V1112.DCE,V1112,PVC1112,20101215,20111214
L1112.DCE,L1112,ËÜÁÏ1112,20101215,20111214
P1112.DCE,P1112,×ØéµÓÍ1112,20101215,20111214
Y0812.DCE,Y0812,¶¹ÓÍ0812,20071217,20081212
EB2011.DCE,EB2011,±½ÒÒÏ©2011,20191127,20201125
A0411.DCE,A0411,¶¹Ò»0411,20030526,20041112
B1201.DCE,B1201,¶¹¶þ1201,20110118,20120117
C1201.DCE,C1201,ÓñÃ×1201,20110118,20120117
L1201.DCE,L1201,ËÜÁÏ1201,20110118,20120117
V1201.DCE,V1201,PVC1201,20110118,20120117
Y1201.DCE,Y1201,¶¹ÓÍ1201,20110118,20120117
M0103.DCE,M0103,¶¹ÆÉ0103,20000717,20010314
M0605.DCE,M0605,¶¹ÆÉ0605,20050523,20060519
L1202.DCE,L1202,ËÜÁÏ1202,20110222,20120214
V1202.DCE,V1202,PVC1202,20110222,20120214
M0703.DCE,M0703,¶¹ÆÉ0703,20060315,20070314
V1203.DCE,V1203,PVC1203,20110315,20120314
M1203.DCE,M1203,¶¹ÆÉ1203,20110315,20120314
B1203.DCE,B1203,¶¹¶þ1203,20110315,20120314
L1203.DCE,L1203,ËÜÁÏ1203,20110315,20120314
P1204.DCE,P1204,×ØéµÓÍ1204,20110419,20120418
L1204.DCE,L1204,ËÜÁÏ1204,20110419,20120418
A0907.DCE,A0907,¶¹Ò»0907,20080116,20090714
A1211.DCE,A1211,¶¹Ò»1211,20110517,20121114
C1205.DCE,C1205,ÓñÃ×1205,20110517,20120515
L1205.DCE,L1205,ËÜÁÏ1205,20110517,20120515
P1205.DCE,P1205,×ØéµÓÍ1205,20110517,20120515
L1206.DCE,L1206,ËÜÁÏ1206,20110616,20120614
P1206.DCE,P1206,×ØéµÓÍ1206,20110616,20120614
A0703.DCE,A0703,¶¹Ò»0703,20050915,20070314
L1207.DCE,L1207,ËÜÁÏ1207,20110715,20120713
J1204.DCE,J1204,½¹Ì¿1204,20110415,20120418
P0803.DCE,P0803,×ØéµÓÍ0803,20071029,20080314
M1208.DCE,M1208,¶¹ÆÉ1208,20110815,20120814
C0601.DCE,C0601,ÓñÃ×0601,20050118,20060117
M1209.DCE,M1209,¶¹ÆÉ1209,20110916,20120914
C1209.DCE,C1209,ÓñÃ×1209,20110916,20120914
V1209.DCE,V1209,PVC1209,20110916,20120914
B1209.DCE,B1209,¶¹¶þ1209,20110916,20120914
A1303.DCE,A1303,¶¹Ò»1303,20110916,20130314
Y1209.DCE,Y1209,¶¹ÓÍ1209,20110916,20120914
P0808.DCE,P0808,×ØéµÓÍ0808,20071029,20080814
L0808.DCE,L0808,ËÜÁÏ0808,20070815,20080814
L1210.DCE,L1210,ËÜÁÏ1210,20111024,20121019
J1210.DCE,J1210,½¹Ì¿1210,20111024,20121019
M0509.DCE,M0509,¶¹ÆÉ0509,20040915,20050914
L1211.DCE,L1211,ËÜÁÏ1211,20111115,20121114
Y1211.DCE,Y1211,¶¹ÓÍ1211,20111115,20121114
V1212.DCE,V1212,PVC1212,20111215,20121214
Y1212.DCE,Y1212,¶¹ÓÍ1212,20111215,20121214
C0509.DCE,C0509,ÓñÃ×0509,20040922,20050914
C1301.DCE,C1301,ÓñÃ×1301,20120118,20130117
L1301.DCE,L1301,ËÜÁÏ1301,20120118,20130117
P1301.DCE,P1301,×ØéµÓÍ1301,20120118,20130117
Y1301.DCE,Y1301,¶¹ÓÍ1301,20120118,20130117
P1302.DCE,P1302,×ØéµÓÍ1302,20120215,20130221
L1302.DCE,L1302,ËÜÁÏ1302,20120215,20130221
A1309.DCE,A1309,¶¹Ò»1309,20120315,20130913
P0901.DCE,P0901,×ØéµÓÍ0901,20080116,20090116
B0701.DCE,B0701,¶¹¶þ0701,20060118,20070117
A0303.DCE,A0303,¶¹Ò»0303,20020315,20030314
M0611.DCE,M0611,¶¹ÆÉ0611,20051115,20061114
P1305.DCE,P1305,×ØéµÓÍ1305,20120516,20130515
M1305.DCE,M1305,¶¹ÆÉ1305,20120516,20130515
J1306.DCE,J1306,½¹Ì¿1306,20120615,20130619
L1306.DCE,L1306,ËÜÁÏ1306,20120615,20130619
B1307.DCE,B1307,¶¹¶þ1307,20120716,20130712
P1307.DCE,P1307,×ØéµÓÍ1307,20120716,20130712
M0201.DCE,M0201,¶¹ÆÉ0201,20010116,20020118
B0711.DCE,B0711,¶¹¶þ0711,20061115,20071114
L0804.DCE,L0804,ËÜÁÏ0804,20070731,20080415
L1002.DCE,L1002,ËÜÁÏ1002,20090216,20100212
Y1308.DCE,Y1308,¶¹ÓÍ1308,20120815,20130814
L1308.DCE,L1308,ËÜÁÏ1308,20120815,20130814
A0003.DCE,A0003,¶¹Ò»0003,19990315,20000314
A1403.DCE,A1403,¶¹Ò»1403,20120917,20140314
P1309.DCE,P1309,×ØéµÓÍ1309,20120917,20130913
Y1309.DCE,Y1309,¶¹ÓÍ1309,20120917,20130913
M0612.DCE,M0612,¶¹ÆÉ0612,20051215,20061214
J1310.DCE,J1310,½¹Ì¿1310,20121022,20131021
L1310.DCE,L1310,ËÜÁÏ1310,20121022,20131021
Y1003.DCE,Y1003,¶¹ÓÍ1003,20090316,20100312
A1405.DCE,A1405,¶¹Ò»1405,20121115,20140516
C1311.DCE,C1311,ÓñÃ×1311,20121115,20131114
Y1311.DCE,Y1311,¶¹ÓÍ1311,20121115,20131114
M0908.DCE,M0908,¶¹ÆÉ0908,20080815,20090814
L1312.DCE,L1312,ËÜÁÏ1312,20121217,20131213
Y1312.DCE,Y1312,¶¹ÓÍ1312,20121217,20131213
A0203.DCE,A0203,¶¹Ò»0203,20010315,20020314
A9907.DCE,A9907,¶¹Ò»9907,19990104,19990714
M0711.DCE,M0711,¶¹ÆÉ0711,20061115,20071114
P1401.DCE,P1401,×ØéµÓÍ1401,20130118,20140115
Y1401.DCE,Y1401,¶¹ÓÍ1401,20130118,20140115
C1401.DCE,C1401,ÓñÃ×1401,20130118,20140115
L1401.DCE,L1401,ËÜÁÏ1401,20130118,20140115
A0505.DCE,A0505,¶¹Ò»0505,20031117,20050520
J1402.DCE,J1402,½¹Ì¿1402,20130222,20140220
P1402.DCE,P1402,×ØéµÓÍ1402,20130222,20140220
J1403.DCE,J1403,½¹Ì¿1403,20130315,20140314
M1403.DCE,M1403,¶¹ÆÉ1403,20130315,20140314
V1403.DCE,V1403,PVC1403,20130315,20140314
JM1311.DCE,JM1311,½¹Ãº1311,20130322,20131114
JM1312.DCE,JM1312,½¹Ãº1312,20130322,20131213
JM1402.DCE,JM1402,½¹Ãº1402,20130322,20140220
JM1403.DCE,JM1403,½¹Ãº1403,20130322,20140314
B1003.DCE,B1003,¶¹¶þ1003,20090316,20100312
J1404.DCE,J1404,½¹Ì¿1404,20130417,20140415
L1405.DCE,L1405,ËÜÁÏ1405,20130516,20140516
M1405.DCE,M1405,¶¹ÆÉ1405,20130516,20140516
Y1405.DCE,Y1405,¶¹ÓÍ1405,20130516,20140516
J1405.DCE,J1405,½¹Ì¿1405,20130516,20140516
Y0712.DCE,Y0712,¶¹ÓÍ0712,20061215,20071214
A0305.DCE,A0305,¶¹Ò»0305,20020315,20030523
JM1407.DCE,JM1407,½¹Ãº1407,20130715,20140714
Y1407.DCE,Y1407,¶¹ÓÍ1407,20130715,20140714
P1407.DCE,P1407,×ØéµÓÍ1407,20130715,20140714
L1407.DCE,L1407,ËÜÁÏ1407,20130715,20140714
M1408.DCE,M1408,¶¹ÆÉ1408,20130815,20140814
J1408.DCE,J1408,½¹Ì¿1408,20130815,20140814
Y0609.DCE,Y0609,¶¹ÓÍ0609,20060109,20060914
M0209.DCE,M0209,¶¹ÆÉ0209,20010917,20020913
A1503.DCE,A1503,¶¹Ò»1503,20130916,20150313
J1409.DCE,J1409,½¹Ì¿1409,20130916,20140915
M1409.DCE,M1409,¶¹ÆÉ1409,20130916,20140915
Y1409.DCE,Y1409,¶¹ÓÍ1409,20130916,20140915
I1403.DCE,I1403,Ìú¿óÊ¯1403,20131018,20140314
I1408.DCE,I1408,Ìú¿óÊ¯1408,20131018,20140814
L1410.DCE,L1410,ËÜÁÏ1410,20131022,20141021
V1410.DCE,V1410,PVC1410,20131022,20141021
A9905.DCE,A9905,¶¹Ò»9905,19990104,19990517
J1411.DCE,J1411,½¹Ì¿1411,20131115,20141114
M1411.DCE,M1411,¶¹ÆÉ1411,20131115,20141114
L1411.DCE,L1411,ËÜÁÏ1411,20131115,20141114
P1411.DCE,P1411,×ØéµÓÍ1411,20131115,20141114
A1505.DCE,A1505,¶¹Ò»1505,20131115,20150515
C0503.DCE,C0503,ÓñÃ×0503,20040922,20050314
FB1405.DCE,FB1405,ÏËÎ¬°å1405,20131206,20140516
FB1406.DCE,FB1406,ÏËÎ¬°å1406,20131206,20140616
FB1408.DCE,FB1408,ÏËÎ¬°å1408,20131206,20140814
FB1409.DCE,FB1409,ÏËÎ¬°å1409,20131206,20140915
FB1410.DCE,FB1410,ÏËÎ¬°å1410,20131206,20141021
FB1411.DCE,FB1411,ÏËÎ¬°å1411,20131206,20141114
BB1407.DCE,BB1407,½ººÏ°å1407,20131206,20140714
BB1409.DCE,BB1409,½ººÏ°å1409,20131206,20140915
BB1410.DCE,BB1410,½ººÏ°å1410,20131206,20141021
FB1412.DCE,FB1412,ÏËÎ¬°å1412,20131216,20141212
M1412.DCE,M1412,¶¹ÆÉ1412,20131216,20141212
JM1412.DCE,JM1412,½¹Ãº1412,20131216,20141212
I1412.DCE,I1412,Ìú¿óÊ¯1412,20131216,20141212
P0807.DCE,P0807,×ØéµÓÍ0807,20071029,20080714
M1501.DCE,M1501,¶¹ÆÉ1501,20140116,20150116
A1507.DCE,A1507,¶¹Ò»1507,20140116,20150714
L1501.DCE,L1501,ËÜÁÏ1501,20140116,20150116
Y0612.DCE,Y0612,¶¹ÓÍ0612,20060315,20061214
V1502.DCE,V1502,PVC1502,20140221,20150213
JD1502.DCE,JD1502,¼¦µ°1502,20140221,20150213
I1502.DCE,I1502,Ìú¿óÊ¯1502,20140221,20150213
PP1405.DCE,PP1405,¾Û±ûÏ©1405,20140228,20140516
PP1406.DCE,PP1406,¾Û±ûÏ©1406,20140228,20140616
PP1407.DCE,PP1407,¾Û±ûÏ©1407,20140228,20140714
PP1408.DCE,PP1408,¾Û±ûÏ©1408,20140228,20140814
PP1411.DCE,PP1411,¾Û±ûÏ©1411,20140228,20141114
PP1501.DCE,PP1501,¾Û±ûÏ©1501,20140228,20150116
PP1502.DCE,PP1502,¾Û±ûÏ©1502,20140228,20150213
Y1503.DCE,Y1503,¶¹ÓÍ1503,20140317,20150313
J1503.DCE,J1503,½¹Ì¿1503,20140317,20150313
FB1503.DCE,FB1503,ÏËÎ¬°å1503,20140317,20150313
P1503.DCE,P1503,×ØéµÓÍ1503,20140317,20150313
BB1503.DCE,BB1503,½ººÏ°å1503,20140317,20150313
I1503.DCE,I1503,Ìú¿óÊ¯1503,20140317,20150313
B1503.DCE,B1503,¶¹¶þ1503,20140317,20150313
V1503.DCE,V1503,PVC1503,20140317,20150313
L1001.DCE,L1001,ËÜÁÏ1001,20090119,20100115
Y0807.DCE,Y0807,¶¹ÓÍ0807,20070716,20080714
J1504.DCE,J1504,½¹Ì¿1504,20140416,20150415
L1003.DCE,L1003,ËÜÁÏ1003,20090316,20100312
A1511.DCE,A1511,¶¹Ò»1511,20140519,20151113
BB1505.DCE,BB1505,½ººÏ°å1505,20140519,20150515
I1505.DCE,I1505,Ìú¿óÊ¯1505,20140519,20150515
V1505.DCE,V1505,PVC1505,20140519,20150515
L1505.DCE,L1505,ËÜÁÏ1505,20140519,20150515
B1505.DCE,B1505,¶¹¶þ1505,20140519,20150515
JM1505.DCE,JM1505,½¹Ãº1505,20140519,20150515
FB1505.DCE,FB1505,ÏËÎ¬°å1505,20140519,20150515
JM1506.DCE,JM1506,½¹Ãº1506,20140617,20150612
JD1506.DCE,JD1506,¼¦µ°1506,20140617,20150612
FB1506.DCE,FB1506,ÏËÎ¬°å1506,20140617,20150612
J1506.DCE,J1506,½¹Ì¿1506,20140617,20150612
M0809.DCE,M0809,¶¹ÆÉ0809,20070917,20080912
B1507.DCE,B1507,¶¹¶þ1507,20140715,20150714
FB1507.DCE,FB1507,ÏËÎ¬°å1507,20140715,20150714
Y1507.DCE,Y1507,¶¹ÓÍ1507,20140715,20150714
J1507.DCE,J1507,½¹Ì¿1507,20140715,20150714
M1507.DCE,M1507,¶¹ÆÉ1507,20140715,20150714
C1507.DCE,C1507,ÓñÃ×1507,20140715,20150714
A1001.DCE,A1001,¶¹Ò»1001,20080715,20100115
A0503.DCE,A0503,¶¹Ò»0503,20030915,20050314
V1508.DCE,V1508,PVC1508,20140815,20150814
P1508.DCE,P1508,×ØéµÓÍ1508,20140815,20150814
J1508.DCE,J1508,½¹Ì¿1508,20140815,20150814
B0703.DCE,B0703,¶¹¶þ0703,20060315,20070314
P0904.DCE,P0904,×ØéµÓÍ0904,20080416,20090415
B1509.DCE,B1509,¶¹¶þ1509,20140916,20150916
M1509.DCE,M1509,¶¹ÆÉ1509,20140916,20150916
C1509.DCE,C1509,ÓñÃ×1509,20140916,20150916
V1509.DCE,V1509,PVC1509,20140916,20150916
J1509.DCE,J1509,½¹Ì¿1509,20140916,20150916
P1509.DCE,P1509,×ØéµÓÍ1509,20140916,20150916
JM1509.DCE,JM1509,½¹Ãº1509,20140916,20150916
I1509.DCE,I1509,Ìú¿óÊ¯1509,20140916,20150916
FB1509.DCE,FB1509,ÏËÎ¬°å1509,20140916,20150916
Y0611.DCE,Y0611,¶¹ÓÍ0611,20060118,20061114
P1510.DCE,P1510,×ØéµÓÍ1510,20141022,20151021
V1510.DCE,V1510,PVC1510,20141022,20151021
PP1510.DCE,PP1510,¾Û±ûÏ©1510,20141022,20151021
V1511.DCE,V1511,PVC1511,20141117,20151113
C1511.DCE,C1511,ÓñÃ×1511,20141117,20151113
B1511.DCE,B1511,¶¹¶þ1511,20141117,20151113
JM1511.DCE,JM1511,½¹Ãº1511,20141117,20151113
A1605.DCE,A1605,¶¹Ò»1605,20141117,20160516
FB1511.DCE,FB1511,ÏËÎ¬°å1511,20141117,20151113
Y1512.DCE,Y1512,¶¹ÓÍ1512,20141215,20151214
M1512.DCE,M1512,¶¹ÆÉ1512,20141215,20151214
J1512.DCE,J1512,½¹Ì¿1512,20141215,20151214
P1512.DCE,P1512,×ØéµÓÍ1512,20141215,20151214
JM1512.DCE,JM1512,½¹Ãº1512,20141215,20151214
JD1512.DCE,JD1512,¼¦µ°1512,20141215,20151214
BB1512.DCE,BB1512,½ººÏ°å1512,20141215,20151214
B0511.DCE,B0511,¶¹¶þ0511,20041222,20051114
P0804.DCE,P0804,×ØéµÓÍ0804,20071029,20080415
P1601.DCE,P1601,×ØéµÓÍ1601,20150119,20160115
C1601.DCE,C1601,ÓñÃ×1601,20150119,20160115
FB1601.DCE,FB1601,ÏËÎ¬°å1601,20150119,20160115
A1607.DCE,A1607,¶¹Ò»1607,20150119,20160714
BB1601.DCE,BB1601,½ººÏ°å1601,20150119,20160115
PP1601.DCE,PP1601,¾Û±ûÏ©1601,20150119,20160115
Y0911.DCE,Y0911,¶¹ÓÍ0911,20081117,20091113
P0902.DCE,P0902,×ØéµÓÍ0902,20080222,20090213
L0712.DCE,L0712,ËÜÁÏ0712,20070731,20071214
I1602.DCE,I1602,Ìú¿óÊ¯1602,20150216,20160219
FB1602.DCE,FB1602,ÏËÎ¬°å1602,20150216,20160219
V1602.DCE,V1602,PVC1602,20150216,20160219
PP1602.DCE,PP1602,¾Û±ûÏ©1602,20150216,20160219
BB1602.DCE,BB1602,½ººÏ°å1602,20150216,20160219
L1602.DCE,L1602,ËÜÁÏ1602,20150216,20160219
BB1603.DCE,BB1603,½ººÏ°å1603,20150316,20160314
M1603.DCE,M1603,¶¹ÆÉ1603,20150316,20160314
CS1603.DCE,CS1603,ÓñÃ×µí·Û1603,20150316,20160314
JD1603.DCE,JD1603,¼¦µ°1603,20150316,20160314
P1603.DCE,P1603,×ØéµÓÍ1603,20150316,20160314
JM1603.DCE,JM1603,½¹Ãº1603,20150316,20160314
B1603.DCE,B1603,¶¹¶þ1603,20150316,20160314
I1603.DCE,I1603,Ìú¿óÊ¯1603,20150316,20160314
C1603.DCE,C1603,ÓñÃ×1603,20150316,20160314
M0411.DCE,M0411,¶¹ÆÉ0411,20031117,20041112
BB1604.DCE,BB1604,½ººÏ°å1604,20150416,20160415
FB1604.DCE,FB1604,ÏËÎ¬°å1604,20150416,20160415
I1604.DCE,I1604,Ìú¿óÊ¯1604,20150416,20160415
P1604.DCE,P1604,×ØéµÓÍ1604,20150416,20160415
L1605.DCE,L1605,ËÜÁÏ1605,20150518,20160516
J1605.DCE,J1605,½¹Ì¿1605,20150518,20160516
P1605.DCE,P1605,×ØéµÓÍ1605,20150518,20160516
I1605.DCE,I1605,Ìú¿óÊ¯1605,20150518,20160516
BB1605.DCE,BB1605,½ººÏ°å1605,20150518,20160516
PP1605.DCE,PP1605,¾Û±ûÏ©1605,20150518,20160516
Y1605.DCE,Y1605,¶¹ÓÍ1605,20150518,20160516
Y1001.DCE,Y1001,¶¹ÓÍ1001,20090119,20100115
P1606.DCE,P1606,×ØéµÓÍ1606,20150615,20160616
BB1606.DCE,BB1606,½ººÏ°å1606,20150615,20160616
FB1606.DCE,FB1606,ÏËÎ¬°å1606,20150615,20160616
V1606.DCE,V1606,PVC1606,20150615,20160616
J1110.DCE,J1110,½¹Ì¿1110,20110415,20111021
Y0912.DCE,Y0912,¶¹ÓÍ0912,20081215,20091214
L1607.DCE,L1607,ËÜÁÏ1607,20150715,20160714
M1607.DCE,M1607,¶¹ÆÉ1607,20150715,20160714
PP1607.DCE,PP1607,¾Û±ûÏ©1607,20150715,20160714
CS1607.DCE,CS1607,ÓñÃ×µí·Û1607,20150715,20160714
V1608.DCE,V1608,PVC1608,20150817,20160812
L1608.DCE,L1608,ËÜÁÏ1608,20150817,20160812
M0409.DCE,M0409,¶¹ÆÉ0409,20030915,20040914
Y1609.DCE,Y1609,¶¹ÓÍ1609,20150917,20160914
B1609.DCE,B1609,¶¹¶þ1609,20150917,20160914
V1609.DCE,V1609,PVC1609,20150917,20160914
P1609.DCE,P1609,×ØéµÓÍ1609,20150917,20160914
JM1609.DCE,JM1609,½¹Ãº1609,20150917,20160914
I1609.DCE,I1609,Ìú¿óÊ¯1609,20150917,20160914
CS1609.DCE,CS1609,ÓñÃ×µí·Û1609,20150917,20160914
M0912.DCE,M0912,¶¹ÆÉ0912,20081215,20091214
